level_0,Unnamed: 0.1,Unnamed: 0,SortOrder,LocID,Notes,ISO3_code,ISO2_code,SDMX_code,LocTypeID,LocTypeName,ParentID,Location,VarID,Variant,Time,TPopulation1Jan,TPopulation1July,TPopulationMale1July,TPopulationFemale1July,PopDensity,PopSexRatio,MedianAgePop,NatChange,NatChangeRT,PopChange,PopGrowthRate,DoublingTime,Births,Births1519,CBR,TFR,NRR,MAC,SRB,Deaths,DeathsMale,DeathsFemale,CDR,LEx,LExMale,LExFemale,LE15,LE15Male,LE15Female,LE65,LE65Male,LE65Female,LE80,LE80Male,LE80Female,InfantDeaths,IMR,LBsurvivingAge1,Under5Deaths,Q5,Q0040,Q0040Male,Q0040Female,Q0060,Q0060Male,Q0060Female,Q1550,Q1550Male,Q1550Female,Q1560,Q1560Male,Q1560Female,NetMigrations,CNMR,BirthsSingle,Population
89.0,89.0,89.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2039,9098574.977,9128661.215,4571109.103,4557552.112,70.0033,100.2975,33.8104,60173.001,6.591,60172.476,0.659,105.1817,138366.561,10953.223,15.157,2.2094,1.0315,28.836,104.8,78193.56,41484.14,36709.42,8.566,75.8711,73.3261,78.4977,63.5879,61.2577,65.9672,19.1189,17.6939,20.4129,9.26,8.4351,9.8748,2796.694,20.2136,135991.852,3912.438,28.3195,68.7136,79.2728,57.4818,148.8977,177.003,119.1429,61.9073,74.9098,48.1051,117.3277,142.9061,90.4354,0.0,0.0,138366561.0,9098574977.0
90.0,90.0,90.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2040,9158747.453,9188250.492,4600048.51,4588201.982,70.4602,100.2582,33.9915,59006.444,6.422,59006.078,0.642,107.9669,138473.449,10812.487,15.071,2.2046,1.03,28.854,104.8,79467.005,42089.84,37377.165,8.649,76.0074,73.4689,78.6283,63.6855,61.3666,66.0544,19.1891,17.7718,20.478,9.2961,8.4754,9.9094,2750.245,19.8631,136135.564,3852.229,27.8548,67.9673,78.545,56.7221,147.5446,175.4712,117.966,61.6042,74.528,47.8819,116.428,141.771,89.7702,0.0,0.0,138473449.0,9158747453.0
91.0,91.0,91.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2041,9217753.531,9246673.3,4628433.548,4618239.753,70.9083,100.2207,34.1727,57840.066,6.255,57839.539,0.626,110.7264,138556.575,10685.394,14.984,2.2006,1.029,28.872,104.7,80716.509,42680.245,38036.264,8.729,76.1448,73.613,78.7601,63.7845,61.4773,66.1426,19.2585,17.8494,20.5421,9.3341,8.518,9.9457,2704.356,19.5194,136255.242,3792.199,27.3975,67.2146,77.818,55.9488,146.2049,173.9587,116.7959,61.2745,74.1218,47.6307,115.5406,140.6505,89.115,0.0,0.0,138556575.0,9217753531.0
92.0,92.0,92.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2042,9275593.07,9303896.851,4656251.546,4647645.304,71.3471,100.1852,34.3568,56608.137,6.085,56607.561,0.608,114.0045,138578.249,10584.582,14.895,2.1968,1.0279,28.883,104.7,81970.112,43270.371,38699.741,8.81,76.2784,73.754,78.8872,63.8806,61.5854,66.2274,19.3246,17.9239,20.6026,9.3751,8.5636,9.9853,2658.762,19.1857,136313.427,3732.643,26.9541,66.4733,77.0967,55.1926,144.9398,172.52,115.7014,60.9148,73.6822,47.3533,114.7187,139.5995,88.5211,0.0,0.0,138578249.0,9275593070.0
93.0,93.0,93.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2043,9332200.631,9359836.42,4683456.894,4676379.527,71.776,100.1513,34.545,55272.011,5.905,55271.579,0.591,117.2838,138500.159,10498.236,14.797,2.1927,1.0267,28.893,104.7,83228.148,43869.745,39358.403,8.892,76.407,73.8886,79.0114,63.9737,61.6886,66.3118,19.3875,17.9934,20.6619,9.4209,8.6129,10.0309,2615.296,18.8806,136270.187,3674.913,26.5401,65.7584,76.3998,54.4652,143.7012,171.1141,114.6246,60.5491,73.2474,47.06,113.8989,138.5621,87.9146,0.0,0.0,138500159.0,9332200631.0
94.0,94.0,94.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2044,9387472.21,9414408.423,4710004.555,4704403.868,72.1945,100.1191,34.7372,53872.772,5.723,53872.427,0.572,121.1796,138339.673,10399.914,14.695,2.1882,1.0253,28.908,104.7,84466.901,44455.699,40011.202,8.972,76.5346,74.023,79.1333,64.0666,61.7927,66.3947,19.4508,18.0643,20.7207,9.4685,8.6645,10.0778,2571.306,18.5835,136145.198,3616.642,26.1373,65.0578,75.7176,53.7518,142.4532,169.6836,113.5525,60.1784,72.8064,46.7654,113.059,137.4875,87.304,0.0,0.0,138339673.0,9387472210.0
95.0,95.0,95.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2045,9441344.637,9467543.575,4735864.218,4731679.356,72.602,100.0884,34.9316,52398.371,5.534,52397.875,0.553,125.3431,138086.249,10307.735,14.585,2.1833,1.0236,28.923,104.7,85687.878,45028.711,40659.167,9.051,76.6612,74.1587,79.2518,64.1595,61.8982,66.4757,19.5139,18.1357,20.7784,9.5144,8.7149,10.1228,2527.306,18.2963,135927.226,3558.269,25.7473,64.3614,75.0257,53.0577,141.2405,168.2705,112.5351,59.785,72.3338,46.4599,112.246,136.4301,86.7306,0.0,0.0,138086249.0,9441344637.0
96.0,96.0,96.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2046,9493742.512,9519190.804,4761007.015,4758183.788,72.9981,100.0593,35.1262,50897.052,5.347,50896.583,0.535,129.5602,137779.995,10217.916,14.474,2.1783,1.0219,28.941,104.7,86882.943,45599.539,41283.404,9.127,76.7864,74.2898,79.3727,64.2522,62.001,66.5596,19.5782,18.207,20.8387,9.5595,8.7637,10.1677,2484.443,18.0253,135655.361,3500.745,25.3753,63.6853,74.3749,52.362,140.1089,166.989,111.5446,59.3889,71.8786,46.1314,111.5014,135.4848,86.1795,0.0,0.0,137779995.0,9493742512.0
97.0,97.0,97.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2047,9544639.095,9569297.886,4785399.56,4783898.327,73.3823,100.0314,35.32,49318.157,5.154,49317.583,0.515,134.5917,137411.816,10129.301,14.36,2.173,1.0201,28.96,104.7,88093.659,46178.426,41915.233,9.206,76.9042,74.4146,79.4847,64.3395,62.0993,66.6373,19.6395,18.2759,20.8955,9.6011,8.8088,10.2092,2443.756,17.7765,135320.058,3445.674,25.0319,63.0518,73.7603,51.7161,139.0975,165.8279,110.677,59.0043,71.4321,45.8187,110.8537,134.6423,85.7219,0.0,0.0,137411816.0,9544639095.0
98.0,98.0,98.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2048,9593956.678,9617774.47,4808993.734,4808780.736,73.754,100.0044,35.5174,47636.076,4.953,47635.584,0.495,,136909.723,10031.404,14.235,2.1661,1.0174,28.98,104.7,89273.647,46744.754,42528.893,9.282,77.0209,74.5393,79.5948,64.4275,62.1981,66.7156,19.7007,18.344,20.9526,9.6453,8.856,10.2538,2403.43,17.5448,134850.714,3390.966,24.7088,62.4385,73.1505,51.1069,138.123,164.6962,109.8568,58.608,70.9679,45.5017,110.2258,133.8227,85.2831,0.0,0.0,136909723.0,9593956678.0
99.0,99.0,99.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2049,9641592.262,9664516.146,4831728.251,4832787.895,74.1125,99.9781,35.7181,45848.294,4.744,45847.767,0.474,,136276.046,9930.504,14.101,2.1573,1.0139,29.0,104.7,90427.752,47310.84,43116.912,9.357,77.1366,74.6599,79.7072,64.5151,62.2943,66.7961,19.7613,18.4098,21.0109,9.6914,8.9034,10.302,2361.506,17.3161,134251.259,3334.878,24.3943,61.8458,72.5799,50.4988,137.1855,163.6392,109.0344,58.2118,70.5141,45.1748,109.6262,133.0607,84.843,0.0,0.0,136276046.0,9641592262.0
100.0,100.0,100.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2050,9687440.029,9709491.761,4853577.388,4855914.372,74.4574,99.9519,35.919,44103.995,4.542,44103.463,0.454,,135687.397,9833.678,13.975,2.1493,1.0107,29.02,104.7,91583.402,47883.893,43699.509,9.433,77.2484,74.7754,79.8171,64.5999,62.3864,66.8753,19.8207,18.4738,21.0687,9.7365,8.9493,10.3496,2322.06,17.1018,133694.355,3280.854,24.0958,61.2684,72.0276,49.9029,136.3309,162.6964,108.2645,57.821,70.0749,44.8441,109.0987,132.4049,84.4419,0.0,0.0,135687397.0,9687440029.0
101.0,101.0,101.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2051,9731543.492,9752656.916,4874518.172,4878138.744,74.7884,99.9258,36.117,42227.277,4.33,42226.847,0.433,,134944.954,9725.531,13.837,2.1387,1.0063,29.04,104.7,92717.677,48440.617,44277.06,9.507,77.3581,74.8902,79.9232,64.6846,62.4799,66.9524,19.882,18.5412,21.1265,9.7814,8.9956,10.3962,2282.535,16.9001,132984.286,3227.337,23.8178,60.7184,71.5054,49.3315,135.4802,161.7477,107.5102,57.4344,69.6361,44.5221,108.5526,131.7176,84.0374,0.0,0.0,134944954.0,9731543492.0
102.0,102.0,102.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2052,9773770.339,9794102.043,4894597.314,4899504.729,75.1062,99.8998,36.3117,40664.148,4.152,40663.408,0.415,,134504.577,9634.784,13.733,2.1325,1.0039,29.061,104.6,93840.429,48996.384,44844.045,9.581,77.4687,75.0053,80.0309,64.7688,62.572,67.0302,19.9437,18.6084,21.1853,9.8239,9.0387,10.441,2245.633,16.6863,132573.056,3175.677,23.5254,60.1532,70.9651,48.748,134.5241,160.6877,106.6563,57.0211,69.1706,44.1723,107.9124,130.9344,83.5397,0.0,0.0,134504577.0,9773770339.0
103.0,103.0,103.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2053,9814433.747,9833861.191,4913827.105,4920034.086,75.4111,99.8738,36.5037,38855.516,3.951,38854.888,0.395,,133807.372,9527.264,13.607,2.1218,0.9994,29.082,104.6,94951.856,49551.823,45400.033,9.656,77.5778,75.1185,80.1375,64.8517,62.6617,67.1079,20.0047,18.6738,21.2447,9.864,9.0779,10.4848,2206.099,16.4737,131908.407,3121.302,23.2341,59.6022,70.4292,48.189,133.5549,159.6122,105.7943,56.6066,68.7024,43.8229,107.2545,130.1395,83.0204,0.0,0.0,133807372.0,9814433747.0
104.0,104.0,104.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2054,9853288.635,9871900.602,4932190.995,4939709.607,75.7028,99.8478,36.6944,37224.631,3.771,37223.934,0.377,,133263.988,9418.994,13.5,2.113,0.9958,29.102,104.6,96039.357,50087.721,45951.636,9.729,77.6861,75.2315,80.2425,64.935,62.7526,67.1849,20.0669,18.7416,21.3038,9.9035,9.1177,10.5268,2169.712,16.2707,131394.282,3070.393,22.9535,59.0702,69.9175,47.6433,132.5943,158.5537,104.9361,56.1979,68.2419,43.4775,106.5923,129.3452,82.4959,0.0,0.0,133263988.0,9853288635.0
105.0,105.0,105.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2055,9890512.569,9908304.869,4949734.454,4958570.416,75.982,99.8218,36.8819,35585.044,3.592,35584.6,0.359,,132714.688,9309.997,13.395,2.1034,0.9918,29.121,104.6,97129.644,50629.7,46499.944,9.803,77.7921,75.3412,80.3461,65.016,62.8401,67.2607,20.1277,18.8073,21.3624,9.9385,9.1517,10.5652,2134.584,16.0736,130873.57,3020.341,22.6753,58.536,69.4015,47.0972,131.6252,157.4952,104.0639,55.7884,67.7844,43.1278,105.9199,128.5518,81.9533,0.0,0.0,132714688.0,9890512569.0
106.0,106.0,106.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2056,9926097.169,9943123.262,4966487.217,4976636.046,76.249,99.7961,37.0572,34052.885,3.425,34052.187,0.342,,132266.791,9202.647,13.303,2.0948,0.9882,29.141,104.6,98213.906,51154.894,47059.012,9.878,77.8947,75.4495,80.4441,65.0947,62.9272,67.3321,20.1858,18.8722,21.4163,9.9702,9.1846,10.5984,2102.185,15.8848,130451.858,2973.736,22.4085,58.026,68.9069,46.5782,130.6756,156.4536,103.2171,55.3935,67.3402,42.7946,105.253,127.7624,81.4208,0.0,0.0,132266791.0,9926097169.0
107.0,107.0,107.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2057,9960149.356,9976440.15,4982497.874,4993942.277,76.5045,99.7708,37.218,32582.097,3.266,32581.589,0.327,,131830.892,9091.166,13.214,2.0858,0.9845,29.162,104.6,99248.795,51656.935,47591.86,9.948,78.0016,75.5624,80.5461,65.1758,63.0163,67.4063,20.2423,18.9347,21.4692,10.0013,9.2163,10.6314,2067.871,15.6774,130043.906,2924.96,22.1194,57.4836,68.3696,46.0377,129.6651,155.3455,102.3178,54.9872,66.8842,42.4505,104.5473,126.9364,80.8493,0.0,0.0,131830892.0,9960149356.0
108.0,108.0,108.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2058,9992730.945,10008310.111,4997790.059,5010520.052,76.7489,99.7459,37.3644,31158.918,3.113,31158.331,0.311,,131417.752,8969.535,13.131,2.0766,0.9807,29.184,104.6,100258.834,52153.879,48104.955,10.018,78.1069,75.6721,80.6482,65.2552,63.102,67.4807,20.2967,18.9938,21.5215,10.032,9.2466,10.6648,2033.515,15.4657,129658.845,2876.815,21.8286,56.9334,67.8237,45.4897,128.6624,154.2577,101.4148,54.5974,66.452,42.1159,103.8488,126.1318,80.2719,0.0,0.0,131417752.0,9992730945.0
109.0,109.0,109.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2059,10023889.276,10038705.861,5012352.828,5026353.033,76.982,99.7215,37.4961,29634.121,2.952,29633.17,0.295,,130875.447,8848.458,13.037,2.0648,0.9756,29.204,104.6,101241.326,52625.312,48616.014,10.085,78.2102,75.7817,80.7458,65.3336,63.1887,67.5513,20.3501,19.0539,21.5705,10.0636,9.2793,10.6975,1999.142,15.2653,129145.004,2828.926,21.5485,56.3824,67.2747,44.9424,127.6697,153.1708,100.5334,54.2273,66.0396,41.8016,103.1491,125.3147,79.7074,0.0,0.0,130875447.0,10023889276.0
110.0,110.0,110.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2060,10053522.446,10067733.606,5026244.57,5041489.037,77.2046,99.6976,37.6176,28422.712,2.823,28422.321,0.282,,130616.046,8736.032,12.974,2.0571,0.9724,29.226,104.6,102193.334,53084.632,49108.702,10.151,78.3141,75.8916,80.8445,65.4119,63.2744,67.6231,20.4023,19.1122,21.6192,10.0967,9.3134,10.7317,1968.259,15.0642,128910.228,2783.957,21.2622,55.7957,66.6775,44.3722,126.6678,152.081,99.6383,53.8534,65.6283,41.4787,102.4479,124.5099,79.1288,0.0,0.0,130616046.0,10053522446.0
111.0,111.0,111.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2061,10081944.767,10095573.064,5039552.513,5056020.551,77.4181,99.6743,37.7351,27257.14,2.7,27256.594,0.27,,130382.676,8624.068,12.915,2.0495,0.9693,29.247,104.6,103125.536,53539.498,49586.038,10.215,78.4154,75.9978,80.9421,65.4879,63.3564,67.6942,20.4523,19.1673,21.6667,10.13,9.3475,10.7665,1938.68,14.8647,128701.086,2740.687,20.9787,55.1988,66.0646,43.797,125.6796,151.0138,98.7473,53.4902,65.2325,41.1614,101.756,123.7254,78.5476,0.0,0.0,130382676.0,10081944767.0
112.0,112.0,112.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2062,10109201.361,10122307.679,5052325.261,5069982.418,77.6231,99.6517,37.8514,26213.275,2.59,26212.636,0.259,,130229.106,8513.226,12.866,2.043,0.9667,29.268,104.6,104015.831,53955.844,50059.987,10.276,78.5177,76.1085,81.0361,65.5646,63.4424,67.7619,20.502,19.2249,21.7108,10.1649,9.3857,10.8005,1909.982,14.6631,128570.935,2698.546,20.6915,54.5894,65.4283,43.2201,124.6538,149.8771,97.8521,53.1378,64.8421,40.8609,101.0292,122.878,77.9603,0.0,0.0,130229106.0,10109201361.0
113.0,113.0,113.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2063,10135413.997,10147949.115,5064568.18,5083380.935,77.8197,99.6299,37.9667,25070.854,2.47,25070.237,0.247,,129916.034,8386.915,12.802,2.034,0.9629,29.29,104.6,104845.18,54359.326,50485.854,10.332,78.6215,76.2182,81.1348,65.6421,63.5265,67.8336,20.5523,19.2807,21.7582,10.2011,9.4233,10.8373,1878.426,14.4531,128284.09,2654.123,20.3967,53.9694,64.7815,42.6324,123.609,148.7322,96.9255,52.7934,64.4654,40.5621,100.2912,122.0307,77.3492,0.0,0.0,129916034.0,10135413997.0
114.0,114.0,114.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2064,10160484.234,10172513.775,5076284.358,5096229.417,78.0081,99.6086,38.081,24059.841,2.365,24059.083,0.237,,129730.585,8275.01,12.753,2.0271,0.9601,29.309,104.6,105670.744,54753.12,50917.624,10.388,78.7214,76.3256,81.2276,65.717,63.6095,67.9009,20.6001,19.3356,21.8015,10.2354,9.4609,10.8704,1850.488,14.2604,128121.398,2613.697,20.1199,53.3734,64.1545,42.0726,122.603,147.6244,96.0403,52.4634,64.1039,40.277,99.5768,121.209,76.7602,0.0,0.0,129730585.0,10160484234.0
115.0,115.0,115.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2065,10184543.317,10195964.9,5087456.285,5108508.615,78.1879,99.5879,38.1945,22843.838,2.24,22843.166,0.224,,129297.695,8143.9,12.681,2.0166,0.9555,29.328,104.6,106453.857,55130.34,51323.517,10.441,78.8244,76.4369,81.3226,65.7933,63.6939,67.9697,20.6487,19.391,21.8457,10.2724,9.5011,10.9064,1818.119,14.0541,127715.686,2568.433,19.8249,52.7486,63.4849,41.4983,121.5651,146.4715,95.1396,52.1231,63.7262,39.9876,98.8497,120.3697,76.1655,0.0,0.0,129297695.0,10184543317.0
116.0,116.0,116.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2066,10207386.483,10218273.016,5098063.718,5120209.298,78.359,99.5675,38.3077,21773.457,2.131,21773.067,0.213,,129015.56,8021.962,12.626,2.0088,0.9523,29.347,104.6,107242.103,55514.589,51727.514,10.495,78.9248,76.5447,81.416,65.8677,63.776,68.0368,20.6952,19.4442,21.8879,10.31,9.5419,10.9428,1787.934,13.8533,127458.302,2525.511,19.5374,52.1368,62.8412,40.9229,120.5522,145.3633,94.2431,51.7936,63.369,39.6986,98.14,119.5609,75.575,0.0,0.0,129015560.0,10207386483.0
117.0,117.0,117.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2067,10229159.55,10239583.78,5108171.311,5131412.469,78.5224,99.5471,38.4204,20848.989,2.036,20848.459,0.204,,128851.429,7903.162,12.584,2.0033,0.9502,29.365,104.6,108002.44,55898.513,52103.927,10.548,79.023,76.649,81.5084,65.9417,63.8562,68.1054,20.7416,19.4955,21.9317,10.3513,9.5852,10.9845,1762.532,13.6759,127314.954,2487.075,19.2721,51.5569,62.2249,40.3842,119.5941,144.3128,93.3997,51.49,63.0428,39.4304,97.4644,118.7942,75.0114,0.0,0.0,128851429.0,10229159550.0
118.0,118.0,118.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2068,10250008.009,10259872.991,5117761.366,5142111.625,78.678,99.5265,38.5329,19730.597,1.923,19729.965,0.192,,128481.564,7775.479,12.523,1.9952,0.9467,29.383,104.6,108750.967,56274.522,52476.445,10.6,79.1218,76.753,81.6027,66.0153,63.9355,68.1739,20.787,19.5461,21.9743,10.3929,9.6297,11.0254,1733.347,13.4849,126969.67,2445.257,18.9954,50.9624,61.6078,39.8156,118.6385,143.2871,92.5358,51.1639,62.6976,39.1349,96.8043,118.0577,74.4489,0.0,0.0,128481564.0,10250008009.0
119.0,119.0,119.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2069,10269737.974,10279074.87,5126804.752,5152270.118,78.8252,99.5057,38.6455,18674.407,1.817,18673.792,0.182,,128156.285,7647.342,12.468,1.9883,0.9439,29.4,104.6,109481.878,56635.962,52845.916,10.651,79.2203,76.86,81.6926,66.0886,64.0165,68.2396,20.8328,19.5984,22.0158,10.4352,9.6758,11.0665,1704.25,13.2929,126668.52,2403.688,18.7189,50.375,60.9709,39.2825,117.7108,142.2583,91.7354,50.8135,62.3064,38.8368,96.172,117.3337,73.9325,0.0,0.0,128156285.0,10269737974.0
120.0,120.0,120.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2070,10288411.766,10297166.711,5135283.306,5161883.404,78.964,99.4847,38.7583,17510.554,1.701,17509.89,0.17,,127734.032,7518.128,12.405,1.9805,0.9406,29.418,104.6,110223.478,57021.014,53202.464,10.704,79.317,76.961,81.7857,66.16,64.0924,68.3073,20.8772,19.6468,22.0585,10.478,9.7204,11.1099,1674.833,13.1054,126270.987,2361.558,18.4454,49.7879,60.3574,38.725,116.7989,141.2868,90.9069,50.4311,61.8925,38.496,95.5556,116.6565,73.3998,0.0,0.0,127734032.0,10288411766.0
121.0,121.0,121.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2071,10305921.656,10314142.303,5143189.581,5170952.722,79.0942,99.4631,38.8714,16441.871,1.594,16441.294,0.159,,127366.76,7395.268,12.349,1.9743,0.938,29.435,104.6,110924.889,57376.053,53548.836,10.755,79.4163,77.0666,81.8788,66.2346,64.1726,68.3767,20.9248,19.6993,22.1033,10.5207,9.7661,11.152,1647.086,12.926,125926.827,2321.109,18.18,49.2062,59.7318,38.1912,115.8836,140.289,90.1004,50.0091,61.4204,38.1338,94.93,115.9576,72.8719,0.0,0.0,127366760.0,10305921656.0
122.0,122.0,122.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2072,10322362.95,10330059.854,5150565.32,5179494.535,79.2162,99.4415,38.985,15394.381,1.49,15393.809,0.149,,127057.663,7280.644,12.3,1.9696,0.9362,29.451,104.6,111663.282,57735.138,53928.144,10.81,79.5092,77.1676,81.9634,66.3053,64.2517,68.4391,20.9701,19.7523,22.1428,10.5569,9.8074,11.1858,1623.859,12.7758,125637.024,2285.249,17.9455,48.6652,59.1608,37.6832,115.0562,139.3882,89.3726,49.5908,60.9493,37.7771,94.3646,115.3181,72.4061,0.0,0.0,127057663.0,10322362950.0
123.0,123.0,123.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2073,10337756.759,10344891.492,5157397.868,5187493.624,79.33,99.4198,39.0992,14270.061,1.38,14269.467,0.138,,126647.678,7157.87,12.243,1.9641,0.934,29.468,104.6,112377.617,58092.823,54284.794,10.863,79.6054,77.2721,82.0512,66.3778,64.3313,68.5045,21.0166,19.8048,22.1854,10.592,9.8457,11.2201,1597.523,12.6079,125249.241,2246.346,17.6937,48.0981,58.5383,37.176,114.2135,138.4531,88.6507,49.1573,60.4533,37.415,93.8018,114.6781,71.9466,0.0,0.0,126647678.0,10337756759.0
124.0,124.0,124.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2074,10352026.226,10358552.763,5163634.696,5194918.066,79.4347,99.3978,39.214,13053.638,1.26,13053.074,0.126,,126138.555,7031.739,12.177,1.9576,0.9312,29.486,104.6,113084.917,58455.656,54629.261,10.917,79.6992,77.3714,82.1396,66.4491,64.4073,68.5715,21.0634,19.8558,22.23,10.6263,9.8825,11.2546,1571.229,12.4492,124762.395,2208.278,17.4571,47.5536,57.95,36.6788,113.413,137.5861,87.9428,48.733,59.9774,37.0501,93.2674,114.0882,71.492,0.0,0.0,126138555.0,10352026226.0
125.0,125.0,125.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2075,10365079.3,10370994.198,5169250.791,5201743.408,79.5301,99.3754,39.3299,11830.345,1.141,11829.797,0.114,,125610.364,6912.347,12.112,1.9515,0.9287,29.504,104.6,113780.019,58803.442,54976.577,10.971,79.7938,77.4726,82.2275,66.5203,64.4844,68.6369,21.1102,19.9082,22.2731,10.6595,9.9191,11.2871,1543.86,12.283,124257.305,2168.92,17.2118,47.0006,57.3565,36.1695,112.614,136.7212,87.2356,48.3093,59.5029,36.6842,92.7445,113.5087,71.0501,0.0,0.0,125610364.0,10365079300.0
126.0,126.0,126.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2076,10376909.097,10382180.397,5174238.982,5207941.414,79.6159,99.3529,39.4467,10543.287,1.015,10542.599,0.102,,125002.277,6787.825,12.04,1.9447,0.9258,29.522,104.6,114458.99,59129.396,55329.594,11.025,79.8869,77.5745,82.3114,66.5918,64.5637,68.7002,21.1568,19.9616,22.3146,10.6917,9.9561,11.3172,1517.867,12.1343,123671.228,2131.17,16.9872,46.4688,56.7721,35.6941,111.8392,135.8613,86.5737,47.8793,59.0084,36.3258,92.2265,112.9189,70.6297,0.0,0.0,125002277.0,10376909097.0
127.0,127.0,127.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2077,10387451.696,10392082.0,5178580.262,5213501.738,79.6918,99.3302,39.5649,9261.211,0.892,9260.607,0.089,,124365.479,6665.667,11.968,1.938,0.923,29.541,104.6,115104.268,59458.945,55645.323,11.076,79.9807,77.6739,82.3995,66.6637,64.6403,68.7676,21.2051,20.0139,22.3606,10.7237,9.9898,11.3502,1491.036,11.9806,123057.198,2092.509,16.7585,45.9421,56.2012,35.2149,111.0913,135.0501,85.916,47.4533,58.5269,35.9617,91.7383,112.3796,70.2176,0.0,0.0,124365479.0,10387451696.0
128.0,128.0,128.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2078,10396712.303,10400749.753,5182291.475,5218458.278,79.7583,99.3069,39.6847,8075.428,0.777,8074.9,0.078,,123814.989,6555.183,11.905,1.9331,0.921,29.56,104.6,115739.561,59780.308,55959.253,11.128,80.0721,77.77,82.486,66.7341,64.7147,68.8342,21.2523,20.0646,22.406,10.7543,10.0223,11.3814,1467.456,11.8444,122526.427,2056.465,16.5438,45.4246,55.6393,34.7451,110.3202,134.2168,85.2323,47.0203,58.0376,35.5905,91.2148,111.805,69.7688,0.0,0.0,123814989.0,10396712303.0
129.0,129.0,129.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2079,10404787.203,10408266.922,5185422.042,5222844.88,79.8159,99.2835,39.8058,6960.03,0.669,6959.438,0.067,,123303.522,6446.07,11.847,1.9292,0.9195,29.579,104.6,116343.492,60075.104,56268.388,11.178,80.1623,77.8665,82.5695,66.8037,64.7895,68.8983,21.2994,20.1163,22.45,10.7839,10.0548,11.4107,1444.12,11.7047,122034.608,2021.188,16.3303,44.9212,55.0897,34.2911,109.5068,133.3199,84.5265,46.598,57.5578,35.2311,90.6448,111.1639,69.2918,0.0,0.0,123303522.0,10404787203.0
130.0,130.0,130.0,1.0,900.0,,,,1.0,1.0,World,0.0,World,2.0,Medium,2080,10411746.641,10414637.189,5187975.886,5226661.302,79.8648,99.2598,39.9278,5781.726,0.555,5781.095,0.056,,122675.812,6339.772,11.779,1.9238,0.9173,29.598,104.5,116894.086,60348.151,56545.935,11.224,80.2526,77.9615,82.6549,66.8744,64.8641,68.9651,21.3471,20.1673,22.4959,10.8145,10.0874,11.4416,1420.984,11.5748,121426.636,1986.608,16.1296,44.4286,54.5537,33.8452,108.6302,132.3511,83.7644,46.1655,57.0675,34.8611,89.998,110.4348,68.7475,0.0,0.0,122675812.0,10411746641.0
